friends_count,followers_count,tidy_tweet,tweet_source,tidy_Location
941,705,settle this like burna retweet buhari #wenogetpresident #saynotoxenophobiaattacks https itai,Iphone,Ilorin  Nigeria
1861,1430,#wenogetpresident https kcodnhbdhc,Android,Ikotun  Nigeria
510,352,yesterday ycee peruzzi vector told shut said loves naija toke makinwa dremo kate henshaw tweeted,Android,Nigeria
137,201,which would prefer burnt dodo like #xenophobiainsouthafrica #saynotoxenophobiaattacks #wenoge,Iphone,
2266,1827,people want buhari grow balls asking general time laugh even when head state,Web App,Port Harcourt  Nigeria
2591,2398,what #wenogetpresident https ndqmyndxt,Web App,   Eko
13387,16938,this enough justify fact this imposter late never general maybe those,Android,Tema Ghana 
660,1076,guys were actually expecting buhari something meaningful overrate that #wenogetpresident,Iphone,Lakke Usuma
2266,1827,lest have forgetting trillion unremitted nnpc alone that expl,Web App,Port Harcourt  Nigeria
17,0,there more opportunity nigeria think going another country greener pastures excepts https awruqzuxsp,Android,
9992,10930,save bigbrother south african this year like this biggie morning house mates,Iphone,Ghana
1874,1743,solution xenophobic attack nigerians living south africa since #wenogetpresident expel south african ambassad,Iphone,Greater Accra  Ghana
10268,11598,people want buhari grow balls asking general time laugh even when head state,Android,my thoughts  
2507,2561,nigeria president cares government spine destroying shoprite dumb buhari doesn https edymw,Android,Abuja  Nigeria
9992,10930,solution xenophobic attack nigerians living south africa since #wenogetpresident expel south african ambassad,Iphone,Ghana
1010,912,dead,Android,Nigeria
1157,1435,only thing wizkid knows best make good music preach love #saynotoxenophobia #wenogetpresident,Android,
2266,1827,save bigbrother south african this year like this biggie morning house mates,Web App,Port Harcourt  Nigeria
50,250,nigerians funny some saying they miss others abacha others because #xenophobicattacks south,Android,Somewhere in Jupita
93,18,nigerians should nigeria flag behind their names know ourselves cause about start https nybbm,Android,Nigeria
2266,1827,this country joke government arrest bobrisky call national disgrace keep mute when nigerians,Web App,Port Harcourt  Nigeria
2266,1827,when sowore issue baba sharply arrested faced with bigger more serious issue baba,Web App,Port Harcourt  Nigeria
7923,10276,when nigeria crash burns worried killed #wenogetpresident https iinxubqmfk,Web App,Lagos  Nigeria
2266,1827,feel like this country would have improved drastically only president yaradua could have said today,Web App,Port Harcourt  Nigeria
102,93,thread boycott dstv simply because premier league download data friendly stre,Android,Nigeria
6935,10987,nigeria fallen brodashaggi shares horrible experience with police #phyno #wizkid #wenogetpresident #nigeria https bazjh xfnz,WordPress com,Lagos  Nigeria 
2,4376,buhari your juniors zambia malawi presidents making incisive decisions your stay lifeless like scare,Web App,Worcester  England
178,190,lest have forgetting trillion unremitted nnpc alone that expl,Iphone,
2266,1827,solution xenophobic attack nigerians living south africa since #wenogetpresident expel south african ambassad,Web App,Port Harcourt  Nigeria
1352,500,have never been president simply because read about past here caught,Android,Lagos
1315,727,meanwhile same that deployed hundred shut down bobrisky harmless birthday struggled contain,Android,somewhere in the globe
5630,7670,yesterday ycee peruzzi vector told shut said loves naija toke makinwa dremo kate henshaw tweeted,Iphone,Not on planet earth 
291,424,south african base here nigeria drop your location hang bills pleas https pebywmrnoe,Web App,Lagos Nigeria
257,272,average nigerian angry desperate poor nigerians aren educated enlightened angry desp https fusbcmy,Iphone,Earth  
4190,4371,#wenogetpresident https kcodnhbdhc,Android,Nigeria
3699,3848,dead https sfrmwh,Android,   Nigeria   
4,45,docked over alleged fraud ekiti read more https zkfopxj #saynotoxenophobia https seuz,First Reports,Uyo  Nigeria
4593,3410,clearly nigeria dire need leadership this critical point annals country this further reinfor,Iphone,Lagos
7923,10276,save bigbrother south african this year like this biggie morning house mates,Web App,Lagos  Nigeria
20,2,this dumb president this clawless earth sending diplomat clearly waging https pbtwhbolb,Web App,Nigeria
970,615,xenophobia #wenogetpresident trends twitter punch https bqlpu wkcq,IFTTT,Nigeria
3303,3493,please this instead #wenogetpresident https vyysd,Iphone,Lagos state
2266,1827,have never been president simply because read about past here caught,Web App,Port Harcourt  Nigeria
1638,3714,femi adeshina ashamed that buhari went behind back recall ambassador pull world economic,Iphone,
1638,3714,#dearmrpresident #wenogetpresident hope know just listen buhari spokesman hear nonsense said govt,Iphone,
237,152,dead https sfrmwh,Android,Victoria Island  Nigeria
237,152,lmao https bviinfghnt,Android,Victoria Island  Nigeria
4889,3908,removed #wenogetpresident from trends #nigeria,Web App,
4593,3410,yesterday ycee peruzzi vector told shut said loves naija toke makinwa dremo kate henshaw tweeted,Iphone,Lagos
987,869,just university zambia students marching against #xenophobia south africa #xenophobiainsouthafrica #wenogetpr,Android,In your Thoughts
237,152,country play https qwcay,Android,Victoria Island  Nigeria
1423,1362,these results failed government that made percent youths unemployed many uneducated https rhhoercgt,Iphone,Lagos
2266,1827,nigerians kill buhari govt concerned blabla nigerian killed police house,Web App,Port Harcourt  Nigeria
5945,6151,buhari only reacts anything that threatens government ipob shite sowore #wenogetpresident,Android,   
3578,3535,yesterday ycee peruzzi vector told shut said loves naija toke makinwa dremo kate henshaw tweeted,Iphone,Abuja
2266,1827,xenophobia #wenogetpresident trends twitter https eczwhauxt #nigerians #nigeria #saynotoxenophobia,Web App,Port Harcourt  Nigeria
9598,11067,they mostly igbo bothered #wenogetpresident,Android,Nigeria
2266,1827,wait special convoy never touch down pretoria since yesterday trekk #wenogetpresident https,Web App,Port Harcourt  Nigeria
10444,47319,meanwhile same that deployed hundred shut down bobrisky harmless birthday struggled contain,Iphone,Manhattan  NY
27,21,when nigeria crash burns worried killed #wenogetpresident https iinxubqmfk,Android,
4603,4490,bravo government that fought bobrisky fight xenophobia #wenogetpresident,Iphone,Port Harcourt 
1295,503,time believe trump comment about black south africans,Android,
1396,1476,#wenogetpresident nigeria president recalled country ambassador south africa ambassador kabiru bala,Android,
951,1027,this part brain left side right side left side there nothing right right,Web App,
2374,824,people that voted twice tweeting #wenogetpresident,Android, T                 
1717,884,mandela died wasted time nothing people barbaric people evil people burning unarmed nigeri,Iphone,bedford   uk
2266,1827,meanwhile same that deployed hundred shut down bobrisky harmless birthday struggled contain,Web App,Port Harcourt  Nigeria
0,152,#wenogetpresident #newtrafficrules #seewhathappens honest very https dtpo vnzw,Android,New Delhi
812,875,country where president fight missing show concern human lives #wenogetpresident https cqiistr,Android,Cooper s villa
10,0,shall foreigners south africa south african declares #xenophobiainsouthafrica #saynotoxenophobia #wen,Iphone,
96,44,only have stupid foolish leaders #wenogetpresident https iptribnkmc,Android,Abuja
2266,1827,this part brain left side right side left side there nothing right right,Web App,Port Harcourt  Nigeria
535,505,know have country that information minister guts threaten israel when they gave,Iphone,Later
2266,1827,abacha evil dictator pretty sure were alive this time envoy would troops,Web App,Port Harcourt  Nigeria
3254,3510,#wenogetpresident https kcodnhbdhc,Iphone,Lagos  Nigeria
265,64,xenophobia #wenogetpresident trending twitter https kizy hjwu https golcm limb,Blog Social APP,Abuja  Nigeria
5945,6151,which would prefer burnt dodo like #xenophobiainsouthafrica #saynotoxenophobiaattacks #wenoge,Android,   
2591,2398,fought together freedom fought together independence kill ourselves xenophobia #wenog,Web App,   Eko
2266,1827,buhari only reacts anything that threatens government ipob shite sowore #wenogetpresident,Web App,Port Harcourt  Nigeria
1007,660,this part brain left side right side left side there nothing right right,Iphone,Alwayz ahead of you
277,78,which would prefer burnt dodo like #xenophobiainsouthafrica #saynotoxenophobiaattacks #wenoge,Android,
3456,2076,this area today recognise south africans like beat nigerian brother mistake #saynoto,Web App,Abuja  Nigeria
670,1104,have never been president simply because read about past here caught,Android,Lagos 
2266,1827,only words best president nigerians ever #wenogetpresiden,Web App,Port Harcourt  Nigeria
735,162,some buharist will come this street rubbish when rains rains #wenogetpresident,Android,Abuja FCT
2415,1595,still wondering hell this retweet this shit,Android,lagos
812,872,abacha evil dictator pretty sure were alive this time envoy would troops,Android,Cooper s villa
212,36,globacom like #wenogetpresident #stopkillingnigeriansinsa #saynotoxenophobia https eizko,Android,Lagos  Nigeria
2266,1827,yesterday ycee peruzzi vector told shut said loves naija toke makinwa dremo kate henshaw tweeted,Web App,Port Harcourt  Nigeria
3456,2076,once stand with dino president slow react dull lead this lack proaction important issue,Web App,Abuja  Nigeria
299,181,thread boycott dstv simply because premier league download data friendly stre,Android,
75,39,sexy mama #obysly accord after #twitter slam https,Android,
2266,1827,part problems this country hardship allowance #wenogetpresident https lwfcrpowlt,Web App,Port Harcourt  Nigeria
4924,3976,nigerian brothers sisters decides come back home today question this ready receive them,Android,Ibadan  Nigeria
1624,949,solution xenophobic attack nigerians living south africa since #wenogetpresident expel south african ambassad,Iphone,Nigeria 
151,234,this country joke government arrest bobrisky call national disgrace keep mute when nigerians,Android,Earth
5065,4881,clearly nigeria dire need leadership this critical point annals country this further reinfor,Iphone,Some where safe
12451,12630,#wenogetpresident #whereisbuhari #wenogetpresident #whereisbuhari #wenogetpresident #whereisbu,Iphone,Mars
896,729,remember this #wenogetpresident https iycngdtk,Iphone,Ilorin  Nigeria
614,4786,guess south africa after their #xenophobicattacks nigerians ring leader #wenogetpresident,Android,Kaduna  Nigeria
2266,1827,wadume police inspector attached intelligence response team killed monday night while four others,Web App,Port Harcourt  Nigeria
2184,2293,south africans will kick down statue white dare slap life they stone death burn,Android,Mars
5752,6022,zambian join #xenophobiainsouthafrica #wenogetpresident #saynotoxenophobia https gsovif,Android,Lagos  Nigeria
536,261,south africans launches another deadly attack nigerians durban capital city today september #wenogetpresident,Web App,Planet Earth  Universe 
18394,18693,dear nigerians think time after leaders both past present there family properties home,Web App,Nairobi  Kenya
108,15,which would prefer burnt dodo like #xenophobiainsouthafrica #saynotoxenophobiaattacks #wenoge,Web App,
2421,2242,sexy mama #obysly accord after #twitter slam https,Android,Surulere
183,156,abba kyari been facto president nigeria there prof osinbajo infidel whose duty only,Ipad,owerri
111,62,nigeria #wenogetpresident https cjqlijud,Android,Kano
2266,1827,people that voted twice tweeting #wenogetpresident,Web App,Port Harcourt  Nigeria
203,70,#notoxenophobia #wenogetpresident stand together,Android,Lagos
1082,447,#wenogetpresident #freesoworenow https ckkg ohtag,Android,Lagos  Nigeria
360,358,which would prefer burnt dodo like #xenophobiainsouthafrica #saynotoxenophobiaattacks #wenoge,Android,Abuja  Nigeria
526,465,think that just siting down there looking even concerned would have done pose https hxxzslc,Iphone,Calabar  Nigeria
10022,16954,clearly nigeria dire need leadership this critical point annals country this further reinfor,Iphone,Hell Fire
573,28,#wenogetpresident nigeria president recalled country ambassador south africa ambassador kabiru bala,Android,
294,113,#dearmrpresident #wenogetpresident hope know just listen buhari spokesman hear nonsense said govt,Web App,Onitsha  Nigeria
1095,1315,femi adeshina ashamed that buhari went behind back recall ambassador pull world economic,Web App,In front of you
3440,3312,imagine zambians rwandan boycotting events staging protests against #xenophobicattacks #nigerians https xfagwxzup,Android,Ibadan Nigeria 
60,1,billboard mast burnt lugbe abuja #wenogetpresident #saynotoxenophobia https ebbcf fwgf,Android,
15597,27344,only words best president nigerians ever #wenogetpresiden,Iphone,Nigeria
143,34,xenophobic attacks wizkid slams celebrities dumb stupid comments #xenophobiainsouthafrica #wenogetpresident buha,Android,Lagos  Nigeria
1056,70,#wenogetpresident,Android,Port Harcourt  Nigeria
2739,3442,when have president somebody that evaded debate twice prerequisite determine intelligent candidate,Iphone,Lagos  Nigeria
2266,1827,nigerians would have been provoked attack shoprite that #wenogetpresident when there leadership,Web App,Port Harcourt  Nigeria
4,45,docked over alleged fraud ekiti read more https zkfopxj #saynotoxenophobia https gxox,First Reports,Uyo  Nigeria
60,1,xenophobia protesters bonfire abuja airport road shoprite shuts down #phyno #wizkid #wenogetpresident #nigeria,Android,
536,261,#wizkid #zlatan #xenophobiainsouthafrica #wenogetpresident #buhari #xenophobic #buharimustgo https,Web App,Planet Earth  Universe 
23,26,#wenogetpresident make kill baba first then will know #wegetpresident,Web App,
47043,67733,nigerians kill buhari govt concerned blabla nigerian killed police house,Android,Lagos  Nigeria
651,964,nigeria #wenogetpresident https cjqlijud,Iphone,
1324,935,people that voted twice tweeting #wenogetpresident,Android,lagos
2266,1827,travel chill name medical check will number time grow balls head,Web App,Port Harcourt  Nigeria
529,508,settle this like buhari retweet burna #wenogetpresident #saynotoxenophobia https ocjoin,Android,Kaduna
909,992,people that voted twice tweeting #wenogetpresident,Android,   
18394,18693,#wenogetpresident retweet buhari baba experience like without experience https aevxn,Web App,Nairobi  Kenya
13387,16938,looking south africans nigeria synagogue church nations they full there never,Android,Tema Ghana 
2266,1827,once stand with dino president slow react dull lead this lack proaction important issue,Web App,Port Harcourt  Nigeria
13576,13915,short story #saynotoxenophobia #wenogetpresident bless africa https,Android, 
539,316,which would prefer burnt dodo like #xenophobiainsouthafrica #saynotoxenophobiaattacks #wenoge,Android,
225,110,please this instead #wenogetpresident https vyysd,Android,Lagos  Nigeria
2578,1525,break your break your break your port still maintain same https iolaswtrq,Android,Nigeria
30,48,settle this like burna retweet buhari #wenogetpresident #saynotoxenophobiaattacks https itai,Iphone,Cyprus
2266,1827,when nigeria crash burns worried killed #wenogetpresident https iinxubqmfk,Web App,Port Harcourt  Nigeria
23,26,buhari only reacts anything that threatens government ipob shite sowore #wenogetpresident,Web App,
665,578,even know what tstv retweeting,Iphone,Federal Capital Territory  Nigeria
60,1,#breaking south african owned businesses #zambia being attacked pick turn pick enjoy #xenophob,Android,
2266,1827,when south africa shit with nigerians then woman pres goodluck responded came begging that,Web App,Port Harcourt  Nigeria
908,684,burning mask nigeria important killing lady always says minute remaining impo https ujhngrwrsx,Android,Calabar
5068,4884,looking south africans nigeria synagogue church nations they full there never,Iphone,Some where safe
2266,1827,last president yaradua sadly underrated #wenogetpresident https vpwho mvcy,Web App,Port Harcourt  Nigeria
445,369,this sowore xenophobic attack best ever this responsible president should just watch #revol,Android,Lagos  Nigeria
398,235,nigerians funny some saying they miss others abacha others because #xenophobicattacks south,Android,Lagos  Nigeria
60,1,cold catch #wenogetpresident https eaxqfwauy,Android,
2071,2001,buhari only reacts anything that threatens government ipob shite sowore #wenogetpresident,Iphone,Neigborhood 
4685,1372,well that danger franchising share everything brand name goes through #nigeria #wenogetpresident,Iphone,Lagos  Nigeria
23,26,this part brain left side right side left side there nothing right right,Web App,
2266,1827,goodluck buhari reaction south africa #wenogetpresident https,Web App,Port Harcourt  Nigeria
3160,2047,xenophobia #wenogetpresident trends twitter https eczwhauxt #nigerians #nigeria #saynotoxenophobia,Android,Nigeria
23,26,abacha evil dictator pretty sure were alive this time envoy would troops,Web App,
3030,1379,this part brain left side right side left side there nothing right right,Android,OAU
332,393,globacom like #wenogetpresident #stopkillingnigeriansinsa #saynotoxenophobia https eizko,Android,Lagos  Nigeria
151,235,save bigbrother south african this year like this biggie morning house mates,Android,Earth
263,192,globacom like #wenogetpresident #stopkillingnigeriansinsa #saynotoxenophobia https eizko,Android,Lekki  Nigeria
432,395,this part brain left side right side left side there nothing right right,Android,Awka  Nigeria
1614,566,this sowore xenophobic attack best ever this responsible president should just watch #revol,Android,Iseyin  Nigeria
8630,11124,looking south africans nigeria synagogue church nations they full there never,Iphone,Helsinki  Finland
157,259,hunger kill what your ghost take land masa anum highly nutritious #banksandtils affordable,Iphone,Accra  Ghana
4114,2397,people want buhari grow balls asking general time laugh even when head state,Android,Lagos Nigeria
284,179,globacom like #wenogetpresident #stopkillingnigeriansinsa #saynotoxenophobia https eizko,Android,
660,380,settle this finally akamu like #xenophobiainsouthafrica #wenogetpresident #saynotoxenophobicatta,Android,Lagos  Nigeria
1338,1247,nigerians burning offices please they shouldn forget that stupid lady that always shout have minute,Android,EARTH
688,803,once stand with dino #wenogetpresident https umait kqwb,Android,Worldwide
432,395,chest,Android,Awka  Nigeria
432,395,this part brain left side right side left side there nothing right right,Android,Awka  Nigeria
719,1039,think military general would sending letters hearing people being slaughtered disappointed https,Iphone,     
329,410,nigerians aren done fresh pictures from akwa ibom mass fire while they start borro,Android,O City  Naija
474,492,this sowore xenophobic attack best ever this responsible president should just watch #revol,Android,nomad so   
63,5,only have stupid foolish leaders #wenogetpresident https iptribnkmc,Mobile Web  M,
146,16,every freaking thing this country buharis fault nobody wants take responsibility will keep retrogres,Iphone,
2266,1827,when iran shot down america drone earlier this year donald trump lament twitter within hour ordinary,Web App,Port Harcourt  Nigeria
783,794,people expects much from buhari with nothing show still belief will change #wenogetpresident,Android,Lungu 
1681,1530,abacha evil dictator pretty sure were alive this time envoy would troops,Android,Calabar  Nigeria
514,625,globacom like #wenogetpresident #stopkillingnigeriansinsa #saynotoxenophobia https qcnauux,Iphone,Nigeria
2266,1827,toke makinwa kate henshaw dremo lagg they want igbos will protect ourselves since nigeria,Web App,Port Harcourt  Nigeria
1330,1556,people that voted twice tweeting #wenogetpresident,Android,Warri  nigeria
688,803,wait special convoy never touch down pretoria since yesterday trekk #wenogetpresident https,Android,Worldwide
2266,1827,abacha still alive #wenogetpresident https fcmxznale,Web App,Port Harcourt  Nigeria
3379,7014,guess south africa after their #xenophobicattacks nigerians ring leader #wenogetpresident,Android,God Win
36,31,clean wrist watches affordable price available contact location abuja #xenophobiainsouthafrica #wenogetpresident,Web App,
4958,5417,yesterday ycee peruzzi vector told shut said loves naija toke makinwa dremo kate henshaw tweeted,Android,
2158,2293,this part brain left side right side left side there nothing right right,Android,
1300,1376,difference between general general still find waec result till tomorrow while still send,Iphone,Abuja  Nigeria
2557,272,lest have forgetting trillion unremitted nnpc alone that expl,Android,
2266,1827,buhari your juniors zambia malawi presidents making incisive decisions your stay lifeless like scare,Web App,Port Harcourt  Nigeria
2212,2046,#wenogetpresident,Iphone,Somewhere in south west
4909,1272,office bodija ibadan reportedly burnt down #wenogetpresident everyone taking laws into,Web App,Kenya
4096,487,#dearmrpresident #wenogetpresident hope know just listen buhari spokesman hear nonsense said govt,Android,Lagos  Nigeria
421,600,looking south africans nigeria synagogue church nations they full there never,Android,Inside Life 
29,1,#wenogetpresident abeg wetin come #xenophobiainsouthafrica,Web App,Abuja
2266,1827,difference between general general still find waec result till tomorrow while still send,Web App,Port Harcourt  Nigeria
9349,9521,please this instead #wenogetpresident https vyysd,Iphone,somewhere in the world 
577,1002,south africans will kick down statue white dare slap life they stone death burn,Iphone,                            
2266,1827,just realising full squad here awon weyrey #wenogetpresident https udrssq,Web App,Port Harcourt  Nigeria
2266,1827,really need something burn #wenogetpresident https dthtgixupa,Web App,Port Harcourt  Nigeria
36,31,clean wrist watches affordable price available contact location abuja https gnwo hqexk,Web App,
422,92,#xenophobiainsouthafrica #saynotoxenophobia #bbnaija #saynotoxenophobicattacks #wenogetpresident https uksp wfmtw,Android,
1757,1529,chaos brewing nigeria youths were allowed happen because govt official deemed address happe,Android,
1623,765,getting best converted democrat muhammadu buhari #wenogetpresident,Android,F C T
2266,1827,nigeria police killed nigerian angrily protesting against killing brothers wish,Web App,Port Harcourt  Nigeria
1383,2382,last president yaradua sadly underrated #wenogetpresident https vpwho mvcy,Iphone,Jos  Nigeria
743,770,investments attacked zambia #xenophobiainsouthafrica #wenogetpresident wizkid https lpvb,Android,Dream ville  
127,38,this sowore xenophobic attack best ever this responsible president should just watch #revol,Android,Federal Capital Territory  Nig
944,1186,nigerians kill buhari govt concerned blabla nigerian killed police house,Web App,
135,6,sure,Android,
1586,1301,people want buhari grow balls asking general time laugh even when head state,Android,Across Town  Overworld 
2266,1827,only have stupid foolish leaders #wenogetpresident https iptribnkmc,Web App,Port Harcourt  Nigeria
331,150,just question what doing about this #saynotoxenophobicattacks #wenogetpresident https mmcktkl,Android,Lagos
453,488,even from this picture sense nonsense buhari saying photographer pose saying,Android,Nigeria
497,168,nigerians would have been provoked attack shoprite that #wenogetpresident when there leadership,Android,NYC GA Nigeria
301,39,which would prefer burnt dodo like #xenophobiainsouthafrica #saynotoxenophobiaattacks #wenoge,Android,
211,286,save bigbrother south african this year like this biggie morning house mates,Android,Lagos  Nigeria
940,1451,looking south africans nigeria synagogue church nations they full there never,Iphone,Lagos  Nigeria
4228,1703,factual anyone this #wenogetpresident what president only perambulatin,Iphone,Abuja Nigeria
227,65,tstv like dstv #saynotoxenophobia #shutdownsouthafrica #wenogetpresident https tjfqw,Android,Lagos  Nigeria
668,790,#stopkillingnigeriansinsa #saynotoxenophobia #xenophobicattack #xenophobiainsouthafrica #wenogetpresident #shutdownsout,Web App,Ric ville   JIBIA 
432,396,chest https,Android,Awka  Nigeria
2489,4400,nigerians this same energy using burn down looting shoprite closing offices holding,Android,Somewhere on earth  
2266,1827,nigeria #wenogetpresident https cjqlijud,Web App,Port Harcourt  Nigeria
2266,1827,remember this #wenogetpresident https iycngdtk,Web App,Port Harcourt  Nigeria
4970,868,shall foreigners south africa south african declares #xenophobiainsouthafrica #saynotoxenophobia #wen,Android,Biafra
240,333,femi adeshina ashamed that buhari went behind back recall ambassador pull world economic,Android, Nigeria
2188,156,fastest growing economies africa ghana ethiopia djibouti senegal,Android,Lagos  Nigeria
2266,1827,reacting this xenophobia should rock ablaze thief that chair #dearmrpresident sits,Web App,Port Harcourt  Nigeria
5068,4884,save bigbrother south african this year like this biggie morning house mates,Iphone,Some where safe
2266,1827,settle this like buhari retweet burna #wenogetpresident #saynotoxenophobia https ocjoin,Web App,Port Harcourt  Nigeria
510,541,looking south africans nigeria synagogue church nations they full there never,Android,Nigeria
1757,1529,nigerians this same energy using burn down looting shoprite closing offices holding,Android,
342,98,time show leadership concerning xenophobia attack nigerians making post recalling https bvkesxuz,Android,Nigeria
2462,1574,nigeria #wenogetpresident https cjqlijud,Ipad,
23,26,once stand with dino president slow react dull lead this lack proaction important issue,Web App,
23,26,when nigeria crash burns worried killed #wenogetpresident https iinxubqmfk,Web App,
21,2,only have stupid foolish leaders #wenogetpresident https iptribnkmc,Android,
1151,1289,really shocked when heard that nigerians came together shut down shoprite outside lagos including,Web App,
184,110,looting destruction properties owned #southafricans abuja lagos reprisal https wmfmf,Android,Nigeria
61,9,#wenogetpresident,Android,
1830,27581,#wenogetpresident https vkfw,Android,Nigeria   
3889,3208,loud https,Web App,New York  USA
727,1541,which would prefer burnt dodo like #xenophobiainsouthafrica #saynotoxenophobiaattacks #wenoge,Iphone,SDH HDQ 
21,122,nigerians lifeless helpless current government till https uwros,Android,Nigeria
301,212,which would prefer burnt dodo like #xenophobiainsouthafrica #saynotoxenophobiaattacks #wenoge,Android,Tema  Ghana
55,46,#wenogetpresident,Android,Nigeria 
1963,1944,mean come with these stuffs,Android,candie avenue
408,125,nigerians protest #wenogetpresident twitter https tbsn https uwpwzuvcbr,WordPress com,Jos Plateau State Nigeria 
1871,279,meanwhile same that deployed hundred shut down bobrisky harmless birthday struggled contain,Android,Hell
3699,3849,chest https,Android,   Nigeria   
374,107,people that voted twice tweeting #wenogetpresident,Android,Enugu  Nigeria
29,56,nigerians lifeless helpless current government till hear,Web App,Nigeria
944,1186,when sowore issue baba sharply arrested faced with bigger more serious issue baba,Web App,
79,45,#wenogetpresident https oiiuh,Android,
4321,4207,nigerians kill buhari govt concerned blabla nigerian killed police house,Android,
3699,3849,mean come with these stuffs https,Android,   Nigeria   
46,348,only words best president nigerians ever #wenogetpresiden,Android,Abuja
178,237,nigerians would have been provoked attack shoprite that #wenogetpresident when there leadership,Android,Owerri  Nigeria
1243,1250,when nigeria crash burns worried killed #wenogetpresident https iinxubqmfk,Iphone,Accra  Ghana
6935,10988,nigerian actress dayo amusa shares test result #phyno #wizkid #wenogetpresident #nigeria #zlatan #emre https,WordPress com,Lagos  Nigeria 
987,59560,buhari sends special envoy south africa over xenophobic attacks read here https qejoeycykm https,Hootsuite Inc,
613,764,lest have forgetting trillion unremitted nnpc alone that expl,Android,Nigeria
979,1298,security agents repelling attempt burn down shoprite airport road abuja expressway closed,Android,Abuja  
55,46,#wenogetpresident,Android,Nigeria 
23,26,,Web App,
192,159,settle this like buhari retweet burna #wenogetpresident #saynotoxenophobia https ocjoin,Android,Kano  Nigeria
493,279,guess south africa after their #xenophobicattacks nigerians ring leader #wenogetpresident,Android,
5584,5231,#dearmrpresident #wenogetpresident hope know just listen buhari spokesman hear nonsense said govt,Android,Blue Earth  MN 
1729,1670,https jqsvxpnxj,Android,Ikeja  Lagos
690,1209,which would prefer burnt dodo like #xenophobiainsouthafrica #saynotoxenophobiaattacks #wenoge,Android,Near you
281,304,#wenogetpresident #buhariisadisaster,Android,Lagos  Nigeria
135,6,,Android,
2203,2310,taurus cows,Android,Ondo   Lagos
922,161,some would realize that leaders foreigners would coordinate,Android,Lagos  Nigeria
2280,2279,factual anyone this #wenogetpresident what president only perambulatin,Android,Basketball court
6628,6872,this enough justify fact this imposter late never general maybe those,Android,Ghana
6471,6860,yesterday ycee peruzzi vector told shut said loves naija toke makinwa dremo kate henshaw tweeted,Web App,Motherland  
1059,714,thing this should know internet never forgets years come they could still pull this tweet fuck,Web App,Abuja
406,1325,which would prefer burnt dodo like #xenophobiainsouthafrica #saynotoxenophobiaattacks #wenoge,Android,Kano
1003,1014,#wenogetpresident meanwhile removes slippers girl friend after shoe cuts https txdndwulei,Iphone,Smokey Isle 
443,312,that probably scheduled usual around visit that date next thing dude https iqjs pxggj,Iphone,Ivano Frankivsk  Ukraine
592,693,part ogene night vigil igbo said done #wenogetpresident concerned comp,Iphone,Ilorin
796,209,this part brain left side right side left side there nothing right right,Android,Philippines
214,294,globacom like #wenogetpresident #stopkillingnigeriansinsa #saynotoxenophobia https eizko,Android,
2266,1827,respect ycee burna skales vector peruzzi zambia rwanda malawi standing nigeri,Web App,Port Harcourt  Nigeria
326,380,settle this like buhari retweet burna #wenogetpresident #saynotoxenophobia https ocjoin,Android,Abuja  Nigeria
2266,1827,last president nigeria president adua #wenogetpresident https rlpojzae,Web App,Port Harcourt  Nigeria
715,715,meanwhile same that deployed hundred shut down bobrisky harmless birthday struggled contain,Iphone,Nowhere
1015,786,toke makinwa kate henshaw dremo lagg they want igbos will protect ourselves since nigeria,Web App,BABYLON
472,94,made much sense like retweet wizkid #saynotoxenophobia #wenogetpresident #xenophobia,Android,
4548,2810,globacom like #wenogetpresident #stopkillingnigeriansinsa #saynotoxenophobia https eizko,Iphone,Lagos
39,33,trust poverty enemy have enough round even abundance greedy people will still deny https zwsyq,Iphone,Lagos  Nigeria
187,39,settle this like buhari retweet burna #wenogetpresident #saynotoxenophobia https ocjoin,Iphone,Katsina  Nigeria
4840,2490,thread boycott dstv simply because premier league download data friendly stre,Android,SATURN
2266,1827,shoprite would have been sealed cargo planes would have been sent south africa bring nige,Web App,Port Harcourt  Nigeria
143,73,#xenophobiainsouthafrica retweet burnt dodo like #wenogetpresident https jdwjjao,Android,
2266,1827,#dearmrpresident kindly resign person dropped this takeover because #wenogetpresident https,Web App,Port Harcourt  Nigeria
30085,39949,another video inspired this your problem prolly bigger than video others,Android,Pretoria South Africa
1511,2921,thread boycott dstv simply because premier league download data friendly stre,Web App, T                
30,3,people voted jubrin thinking that buhari shouting #wenogetpresident expect https vlwffpoxp,Android,
1047,151,they knew great country before anymore #wenogetpresident https lvve,Android,
60,1,almighty allah punish,Android,
1028,483,#xenophobiainsouthafrica retweet burnt dodo like #wenogetpresident https jdwjjao,Android,
290,73,repetition this occurrence problem hand cocksure would https pdbbphyqqa,Web App,Lagos  Nigeria 
708,1626,which would prefer burnt dodo like #xenophobiainsouthafrica #saynotoxenophobiaattacks #wenoge,Android,Kano  Nigeria
1063,342,globacom like #wenogetpresident #stopkillingnigeriansinsa #saynotoxenophobia https eizko,Iphone,Earth 
47,16,fellow nigerians this shoprite have visit make country great again https hrmhczi,Android,Lagos  Nigeria
539,1001,when nigeria crash burns worried killed #wenogetpresident https iinxubqmfk,Android,Lagos  Nigeria
105,24,this part brain left side right side left side there nothing right right,Web App,
2266,1827,office bodija ibadan reportedly burnt down #wenogetpresident everyone taking laws into,Web App,Port Harcourt  Nigeria
