friends_count,followers_count,tidy_tweet,tweet_source,tidy_Location
284,539,goodluck buhari reaction south africa #wenogetpresident https,Android,Kaduna  Nigeria
332,1004,settle this like buhari retweet burna #wenogetpresident #saynotoxenophobia https ocjoin,Iphone,Federal Capital Territory  Nigeria
277,61,#wenogetpresident this nigeria where life human beings meaning this #buhari baba goes slow https jzxtapqrk,Android,Lagos  Nigeria
321,339,save bigbrother south african this year like this biggie morning house mates,Iphone,Titan
585,581,when burna finally meets #wenogetpresident https dsmsqksdj,Android,Somewhere
187,281,cold catch #wenogetpresident,Android,Nigeria
170,303,have issues with baba fact love baba fact remains give what have,Android,Ilorin  Nigeria
21004,35066,#wenogetpresident meanwhile removes slippers girl friend after shoe cuts https txdndwulei,Iphone,In Sane
5005,4273,thread sweet #wenogetpresident,Android,Fatsa  T rkiye
61,42,which would prefer burnt dodo like #xenophobiainsouthafrica #saynotoxenophobiaattacks #wenoge,Android,
100,39,xenophobia #wenogetpresident trends twitter https eczwhauxt #nigerians #nigeria #saynotoxenophobia,Android,Abuja Nigeria
261,163,which would prefer burnt dodo like #xenophobiainsouthafrica #saynotoxenophobiaattacks #wenoge,Iphone,Lagos  Nigeria
809,479,globacom like #wenogetpresident #stopkillingnigeriansinsa #saynotoxenophobia https qcnauux,Android,Ontario  OH
70,14,really need something burn #wenogetpresident https dthtgixupa,Android,
342,98,that problem when govt fails people take laws into their hands because that only,Android,Nigeria
1167,630,yesterday ycee peruzzi vector told shut said loves naija toke makinwa dremo kate henshaw tweeted,Iphone,Rivers  Nigeria
5630,7670,this part brain left side right side left side there nothing right right,Iphone,Not on planet earth 
646,7232,#wenogetpresident #saynotoxenophobia,Android,Nigeria
2109,2220,this sowore xenophobic attack best ever this responsible president should just watch #revol,Android,Lagos  Nigeria
472,433,this part brain left side right side left side there nothing right right,Iphone,Exile
1014,1037,just change hashtag #wedontwantbuhari #wenogetpresident,Iphone,Nigeria
320,249,just enemy ourselves #saynotoxenophobia #saynotoviolence #saynotoracism #wenogetpresident,Android,Ibadan  Nigeria
4044,558,which striker better retweet lukaku like zlatan #wenogetpresident #burnaboy https mjsfnmosnj,Android,Nigeria
9,2,only words best president nigerians ever #wenogetpresiden,Iphone,
2125,2140,worst govt ever this nations history with their industry block heads,Android,Abuja
1431,287,thread boycott dstv simply because premier league download data friendly stre,Android,New jersey
369,705,settle this like buhari retweet burna #wenogetpresident #saynotoxenophobia https ocjoin,Android,Zaria  Nigeria
0,0,#bokoharam steps fight nigerians will start appreciating them #naija #wenogetpresident,Web App,Awka
1265,1260,globacom like #wenogetpresident #stopkillingnigeriansinsa #saynotoxenophobia https eizko,Android,Eivissa  Spain
6911,7634,this enough justify fact this imposter late never general maybe those,Iphone,High places    
350,468,this sowore xenophobic attack best ever this responsible president should just watch #revol,Iphone,
275,270,#dearmrpresident #wenogetpresident hope know just listen buhari spokesman hear nonsense said govt,Android,Cross River  Nigeria
3549,3620,#xenophobia #saynotoxenophobicattacks #wenogetpresident https lcjhllh,Android,In the middle of nowhere  
1167,630,xenophobia #wenogetpresident trends twitter https eczwhauxt #nigerians #nigeria #saynotoxenophobia,Iphone,Rivers  Nigeria
646,7232,people have pushed nigerian government recall nigerian ambassador south africa what about citizen https icbjq,Android,Nigeria
3080,3360,nigeria #wenogetpresident https cjqlijud,Android,Lagos  Nigeria
807,296,#wenogetpresident https kqtctv,Iphone,On top Money 
1349,527,globacom like #wenogetpresident #stopkillingnigeriansinsa #saynotoxenophobiaattacks #zambia #stopxen,Iphone,Lagos
1999,1344,people that voted twice tweeting #wenogetpresident,Android,Map
892,1183,still scum,Android,at the studio
892,1183,#wenogetpresident meanwhile removes slippers girl friend after shoe cuts https txdndwulei,Android,at the studio
391,423,yesterday ycee peruzzi vector told shut said loves naija toke makinwa dremo kate henshaw tweeted,Android,Lagos  Nigeria 
1074,1048,this sowore xenophobic attack best ever this responsible president should just watch #revol,Android,Kaduna  Nigeria
960,227,this sowore xenophobic attack best ever this responsible president should just watch #revol,Android,Manhattan  NY
726,1158,where special envoy from nigeria were told they coming haven heard their arrival,Web App,Nigeria
1204,720,#breaking south african owned businesses #zambia being attacked pick turn pick enjoy https szmbilkjwy,Android,Nigeria
585,581,mumu trump sense,Android,Somewhere
7803,10196,looking south africans nigeria synagogue church nations they full there never,Android,Lagos  Nigeria
562,566,days after news #xenophobicattacks south africa president muhammadu buhari address nation,Android,
585,581,only have stupid foolish leaders #wenogetpresident https iptribnkmc,Android,Somewhere
174,83,globacom like #wenogetpresident #stopkillingnigeriansinsa #saynotoxenophobia https eizko,Web App,Earth
5151,5047,yesterday ycee peruzzi vector told shut said loves naija toke makinwa dremo kate henshaw tweeted,Android,Everywhere
9,2,this country joke government arrest bobrisky call national disgrace keep mute when nigerians,Iphone,
1567,1076,brother many reasons vote them guess what educated exposed lagos didnt turn only,Android, T                 
1167,630,when sowore issue baba sharply arrested faced with bigger more serious issue baba,Iphone,Rivers  Nigeria
9567,12703,nigerians have been silent doesn mean weak accept nations with open hands doesn mean fools,Android,in my lane 
806,777,looking south africans nigeria synagogue church nations they full there never,Iphone,
0,12,this sowore xenophobic attack best ever this responsible president should just watch #revol,Android,
1307,1516,instead nigeria government mobilize #soldier #militants #bokoharam there here talking about nonsense https pvmgmiq,Android,Southcoast    
4387,4942,this photoshopped picture genius brilliantly loaded with depiction full weight quagmire that,Web App,
3395,2382,which would prefer burnt dodo like #xenophobiainsouthafrica #saynotoxenophobiaattacks #wenoge,Android,        N         E 
284,539,many south africans working nigeria unemployment just saying many nigerians channel this energy toward,Android,Kaduna  Nigeria
314,270,yesterday ycee peruzzi vector told shut said loves naija toke makinwa dremo kate henshaw tweeted,Iphone,Nigeria
377,127,nation deserves addressed nation deserves better #xenophobicattacks #wenogetpresident #enoughisenough,Android,Jos  Nigeria
870,603,fastest growing economies africa ghana ethiopia djibouti senegal,Iphone,United States
49,18,globacom like #wenogetpresident #stopkillingnigeriansinsa #saynotoxenophobia https eizko,Iphone,
726,1158,#wenogetpresident dear nigerians before burn down shoprite remember have nigerians owns shops inside,Web App,Nigeria
1195,718,this part brain left side right side left side there nothing right right,Android,Kaduna  Nigeria
987,59560,gunmen invade scatter kogi governorship primary read here https xrzbim https gxepr jkcp,Hootsuite Inc,
1156,1245,still waiting buhari would collect phone from management #wenogetpresident,Android,Nigeria
778,1609,globacom like #wenogetpresident #stopkillingnigeriansinsa #saynotoxenophobia https eizko,Android,
315,427,this sowore xenophobic attack best ever this responsible president should just watch #revol,Android,Kaduna  Nigeria
284,539,abacha still alive #wenogetpresident https fcmxznale,Android,Kaduna  Nigeria
2680,4166,speedy darlington president https nvgkihowhn,Android,LAX   JFK   LHR   KIA
21004,35066,still scum https moupe,Iphone,In Sane
5584,5231,nigeria #wenogetpresident https cjqlijud,Android,Blue Earth  MN 
3005,13277,xenophobia #wenogetpresident trends twitter https eczwhauxt #nigerians #nigeria #saynotoxenophobia,Android,Abuja 
1167,630,abacha evil dictator pretty sure were alive this time envoy would troops,Iphone,Rivers  Nigeria
726,1158,country where president fight missing show concern human lives #wenogetpresident https cqiistr,Web App,Nigeria
15602,14271,lest have forgetting trillion unremitted nnpc alone that expl,Android,ILL
4031,4180,femi adeshina ashamed that buhari went behind back recall ambassador pull world economic,Android,Lagos  Nigeria
1074,1048,burna like president buhari #wenogetpresident #xenophobiainsouthafrica #xenophobicattack https,Android,Kaduna  Nigeria
555,135,they knew great country before anymore #wenogetpresident https lvve,Android,Greeley  CO
1884,1675,whenever smoke weed this what comes from your mouth #saynotoxenophobia https nrbmxmi,Android,Houston  TX
17002,21311,only thing wizkid knows best make good music preach love #saynotoxenophobia #wenogetpresident,Android,EARTH  
465,76,this sowore xenophobic attack best ever this responsible president should just watch #revol,Web App,Naija
78,65,goodluck buhari reaction south africa #wenogetpresident https,Iphone,Nigeria
1494,1719,toke makinwa kate henshaw dremo lagg they want igbos will protect ourselves since nigeria,Android,Akwa Ibom State Uyo Nigeria
187,281,miss abacha #wenogetpresident https aczv,Android,Nigeria
0,65,this part brain left side right side left side there nothing right right,Android,
1494,1719,office bodija ibadan reportedly burnt down #wenogetpresident everyone taking laws into,Android,Akwa Ibom State Uyo Nigeria
27837,28674,well that danger franchising share everything brand name goes through #nigeria https,Web App,
630,522,#wenogetpresident meanwhile removes slippers girl friend after shoe cuts https txdndwulei,Android,
443,104,goodluck buhari reaction south africa #wenogetpresident https,Web App,Nigeria 
75,76,xenophobia #wenogetpresident trends twitter https eczwhauxt #nigerians #nigeria #saynotoxenophobia,Android,
5646,5161,this enough justify fact this imposter late never general maybe those,Android,Ghana
959,599,tstv like dstv #saynotoxenophobia #shutdownsouthafrica #wenogetpresident https tjfqw,Iphone,
151,234,looking south africans nigeria synagogue church nations they full there never,Android,Earth
1078,1583,abacha evil dictator pretty sure were alive this time envoy would troops,Iphone,Lagos   Nigeria
1504,1663,this sowore xenophobic attack best ever this responsible president should just watch #revol,Iphone,Baltimore  MD
1148,1232,well that danger franchising share everything brand name goes through #nigeria #wenogetpresident,Iphone,General Lagos  Chile
587,2360,which would prefer burnt dodo like #xenophobiainsouthafrica #saynotoxenophobiaattacks #wenoge,Iphone,In my own World    so Perfect 
159,25,high time this shit nigeria must wake make this country great again #wenogetpresident,Web App,Lagos  Nigeria
17980,18211,when worried about #xenophobiainsouthafrica they thinking about #wenogetpresident https,Android,Ogun  Nigeria
240,43,done with this country,Iphone,Cocoon
505,488,when nigeria crash burns worried killed #wenogetpresident https iinxubqmfk,Android,Nigeria
166,327,they grand stand squirt forms slimy regurgitate when quite obvious that they struggle https,Android,Lasgidi     ja 
881,660,settle this like buhari retweet burna #wenogetpresident #saynotoxenophobia https ocjoin,Iphone,yola Nigeria
6935,10986,xenophobia protesters bonfire abuja airport road shoprite shuts down #phyno #wizkid #wenogetpresident https uuagger,WordPress com,Lagos  Nigeria 
650,466,only words best president nigerians ever #wenogetpresiden,Android,Katsina
1379,833,when nigeria crash burns worried killed #wenogetpresident https iinxubqmfk,Android,Accra  Ghana
282,263,janogetpresident,Android,Nigeria
384,100,clueless president said will south africa next month because artist there space this https fjxw,Android,
1719,883,people that voted twice tweeting #wenogetpresident,Iphone,Themyscira
269,252,guess south africa after their #xenophobicattacks nigerians ring leader #wenogetpresident,Android,Nigeria
4948,1167,come protest against government will saying doesn concerns your shop have,Iphone,Europe 
1662,2417,nigeria travelled just take care your family doing legit business after while killed,Iphone,Runway
740,387,looting shoprite smart move burning service centers will just doing ourselves harm because,Android,Los Angeles  CA
511,1327,people this stupid looting shops fellow nigerians here nigeria this absolutely senseless #saynotoxenoph,Android,
284,539,really need something burn #wenogetpresident https dthtgixupa,Android,Kaduna  Nigeria
995,434,this country joke government arrest bobrisky call national disgrace keep mute when nigerians,Iphone,Charlotte  NC
1454,2025,when sowore issue baba sharply arrested faced with bigger more serious issue baba,Android,Nigeria
1109,489,this part brain left side right side left side there nothing right right,Android,Lagos  Nigeria
206,317,another video inspired this your problem prolly bigger than video others,Android,
561,87,buhari your juniors zambia malawi presidents making incisive decisions your stay lifeless like scare,Web App,Lagos  Nigeria
16135,18533,build house enough money drill borehole prefer neighbors house fetch wate,Android,Lagos  Nigeria
1953,1721,zambian join #xenophobiainsouthafrica #wenogetpresident #saynotoxenophobia https gsovif,Android,Nigeria
15993,16214,#wenogetpresident wednesday live with george webb https qpclmolwxq,Web Client,Pennsylvania  USA
9,2,last president yaradua sadly underrated #wenogetpresident https vpwho mvcy,Iphone,
639,418,last president yaradua sadly underrated #wenogetpresident https vpwho mvcy,Android,Abeokuta  Nigeria
712,1456,this sowore xenophobic attack best ever this responsible president should just watch #revol,Iphone,Greensboro  NC
733,674,which would prefer burnt dodo like #xenophobiainsouthafrica #saynotoxenophobiaattacks #wenoge,Android,Lagos  Nigeria
1662,2417,fastest growing economies africa ghana ethiopia djibouti senegal,Iphone,Runway
96,24,#newtrafficrules #xenophobiainsouthafrica #wenogetpresident #periscope https wrwftjl,Periscope,             
1884,1675,zambian join #xenophobiainsouthafrica #wenogetpresident #saynotoxenophobia https gsovif,Android,Houston  TX
172,8863,billboard mast burnt lugbe abuja #wenogetpresident #saynotoxenophobia https ebbcf fwgf,Android,  
4328,4786,this sowore xenophobic attack best ever this responsible president should just watch #revol,Iphone,Nigeria
483,164,fuck word love feel more #saynotoxenophobicattacks #stopxenophobia #wenogetpresident https,Android,Lagos  Nigeria
116,26,#wenogetpresident buhari prof yemi ozubajor what izza xenophia prof osinbajo fear foreigners,Android,
866,2910,this country joke government arrest bobrisky call national disgrace keep mute when nigerians,Iphone,Atlanta  GA
1072,1150,clueless president said will south africa next month because artist there space this month agai,Android,
2,1,nigeria travelled just take care your family doing legit business after while killed,Android,
120,6,this part brain left side right side left side there nothing right right,Android,
1616,2024,nigeria #wenogetpresident https cjqlijud,Web App,Abuja  or  Ebonyi
10628,10409,much they americans europeans help during elections those enslaved africans https wxfx ajxu,Android,Lagos  Nigeria
3417,20126,please this instead #wenogetpresident https vyysd,Iphone,my mother s kitchen 
70,16,#wenogetpresident# #saynotoxenophobia#,Android,
284,539,#wenogetpresident lifeless https hjmkksob,Android,Kaduna  Nigeria
1287,574,which would prefer burnt dodo like #xenophobiainsouthafrica #saynotoxenophobiaattacks #wenoge,Web App,Lagos  Nigeria
411,413,guess south africa after their #xenophobicattacks nigerians ring leader #wenogetpresident,Web App,Lagos
6911,7634,went angry still woke very angry this madness needs stop think longer news,Iphone,High places    
793,252,#xenophobia nigeria recalls ambassador south africa pull https #wenogetpresident,Web Client,Victoria Island  Nigeria
1662,2417,bravo government that fought bobrisky fight xenophobia #wenogetpresident,Iphone,Runway
517,549,globacom like #wenogetpresident #stopkillingnigeriansinsa #saynotoxenophobia https eizko,Android,Benin City  Nigeria
35,60,abacha alive #wenogetpresident https lqrbk,Android,Kaduna state
341,290,#wenogetpresident,Android,Lagos  Nigeria
209,12,buhari your juniors zambia malawi presidents making incisive decisions your stay lifeless like scare,Android,
1077,1536,sexy mama #obysly accord after #twitter slam https tzggx gvlz,Android,Nigeria
55,53,this country joke government arrest bobrisky call national disgrace keep mute when nigerians,Iphone,
284,539,shoprite would have been sealed cargo planes would have been sent south africa bring nige,Android,Kaduna  Nigeria
35,60,think buhari will solve nigeria problem repeat #wenogetpresident,Android,Kaduna state
8,0,hallo numpang jualan saya jualan bakso frozen satu bungkus biji harga domisili kota https khsxhfkudf,Android,Kota Malang  Jawa Timur
555,67,fastest growing economies africa ghana ethiopia djibouti senegal,Android,Nigeria
3912,1663,heart bleeds sight videos showing xenophobic attacks against #africans south africa reprisal https qxsia,Android,Lagos  Nigeria
3912,1663,south africans need realize that while they beacon africa they cannot survive island africa https kedsb,Android,Lagos  Nigeria
3912,1663,naija people abeg make borrow ourselves brain attacking looting boycotting only https iwxgfl,Android,Lagos  Nigeria
1167,630,people want buhari grow balls asking general time laugh even when head state,Iphone,Rivers  Nigeria
3912,1663,your brother cousin wife work give small change when back https wsjinynuqp,Android,Lagos  Nigeria
15246,18912,clearly nigeria dire need leadership this critical point annals country this further reinfor,Android,Rhode Island  USA
3912,1663,need life ammunition quell protests unreasonable have south africans kill https,Android,Lagos  Nigeria
134,35,goodluck buhari reaction south africa #wenogetpresident https,Android,
0,65,bravo government that fought bobrisky fight xenophobia #wenogetpresident,Android,
2704,2802,fastest growing economies africa ghana ethiopia djibouti senegal,Iphone,
11,4,ocean basket shoprite eskom multichoice stanbic protea leave nigeria that simple https gmbfpw,Web App,Lagos
573,393,from sensible south african lady stupid south africans #wenogetpresident #xenophobiainsouthafrica https,Android,Polokwane  Tzaneen  
14,3,#wenogetpresident https stxjajoik,Iphone,lagos  Nigeria
904,920,reality check #wenogetpresident,Android,New account   Follow back 
321,145,only words best president nigerians ever #wenogetpresiden,Android,Lagos  Nigeria
55,46,#wenogetpresident,Android,Nigeria 
35,4,settle this like buhari retweet burna #wenogetpresident #saynotoxenophobia https ocjoin,Android,
98,974,#soarwithwheein #wenogetpresident,Ipad,
4838,1982,nigerian owned shops putting disclaimers wake attacks businesses nigeria #xenophobiainso,Android,Ogba  Nigeria
58,5,#wenogetpresident https puzfsogn,Web App,
443,104,buhari your juniors zambia malawi presidents making incisive decisions your stay lifeless like scare,Web App,Nigeria 
1079,609,#wenogetpresident #saynotoxenophobia #stopxenophobia https jtmdiqbhfz,Android,
4963,3224,xenophobia #wenogetpresident trends twitter https eczwhauxt #nigerians #nigeria #saynotoxenophobia,Android,Abuja  Nigeria
19202,26601,yesterday ycee peruzzi vector told shut said loves naija toke makinwa dremo kate henshaw tweeted,Android,Tamale  Ghana
553,1159,south african bank thinking what thinking #saynotoxenophobia https zwcfwtm,Android,The Promise Land
4206,5562,this sowore xenophobic attack best ever this responsible president should just watch #revol,Web App,Lagos  Nigeria
1352,500,xenophobia #wenogetpresident trends twitter https eczwhauxt #nigerians #nigeria #saynotoxenophobia,Android,Lagos
904,920,your vote part what buhari into power should sorry #wenogetpresident,Android,New account   Follow back 
1167,630,years tinubu oshiomole desmond elliot mobilized abused attacked jonathan during occupy nigeria protest,Iphone,Rivers  Nigeria
1893,1156,they fueled almagamation they made sanni abacha helped them ghadaffi both countered their policies liste,Android,
4,45,more reactions trail attacks nigerians south africa read more https xapnt https djdfzs,First Reports,Uyo  Nigeria
3009,3168,goodluck buhari reaction south africa #wenogetpresident https,Android,Planet Mars
905,884,this supposed elections year buyers remorse #wenogetpresident trending https elxyr,Android,#Earth
590,399,only thing wizkid knows best make good music preach love #saynotoxenophobia #wenogetpresident,Iphone,worldwide
187,51,lest have forgetting trillion unremitted nnpc alone that expl,Web App,
25208,27003,zambian join #xenophobiainsouthafrica #wenogetpresident #saynotoxenophobia https gsovif,Android,Abuja  Nigeria
1179,1400,they grand stand squirt forms slimy regurgitate when quite obvious that they struggle only,Web App,Earth
408,334,#wenogetpresident https,Android,Enugu Nigeria 
4963,3224,have never been president simply because read about past here caught,Android,Abuja  Nigeria
533,316,globacom like #wenogetpresident #stopkillingnigeriansinsa #saynotoxenophobia https eizko,Iphone,BEHIND YOU
443,104,only have stupid foolish leaders #wenogetpresident https iptribnkmc,Web App,Nigeria 
4963,3224,nigeria #wenogetpresident https cjqlijud,Android,Abuja  Nigeria
284,539,remember this #wenogetpresident https iycngdtk,Android,Kaduna  Nigeria
154,162,they knew great country before anymore #wenogetpresident https lvve,Android,Lagos  Nigeria
137,32,which would prefer burnt dodo like #xenophobiainsouthafrica #saynotoxenophobiaattacks #wenoge,Iphone,Lagos  Nigeria
109,24,nigerians will have sense force #wenogetpresident #xenophobiainsouthafrica #saynotoxenophobicattacks https xktc,Iphone,
231,207,toke makinwa kate henshaw dremo lagg they want igbos will protect ourselves since nigeria,Android,Abuja    Ghana
1893,1156,this country joke government arrest bobrisky call national disgrace keep mute when nigerians,Android,
60,11,mass killings going blacks killing blacks nigerians being burnt alive president sending envoys,Iphone,Lagos  Nigeria
443,104,people that voted twice tweeting #wenogetpresident,Web App,Nigeria 
676,183,this country should sold highest bidder because truth citizens government https jngbdzvkqp,Web App,Nigeria
282,286,nigeria #wenogetpresident https cjqlijud,Iphone,
560,636,dear your officers supposed using robber bullet killing nigerian citize,Android,Nigeria
35,60,meanwhile same that deployed hundred shut down bobrisky harmless birthday struggled contain,Android,Kaduna state
115,46,wait special convoy never touch down pretoria since yesterday trekk #wenogetpresident https,Android,Earth
282,286,looting shoprite smart move burning service centers will just doing ourselves harm because,Iphone,
211,12,buhari your juniors zambia malawi presidents making incisive decisions your stay lifeless like https fpzx,Android,
4230,2030,people have pushed nigerian government recall nigerian ambassador south africa what about citizens there,Android,Nigeria
590,399,burna came twitter incite violence dropped aggressive tweets like area everyone hailing,Iphone,worldwide
256,2922,#wenogetpresident,Android,Benin city Edo state Nigeria
443,104,buhari only reacts anything that threatens government ipob shite sowore #wenogetpresident,Web App,Nigeria 
1352,500,meanwhile same that deployed hundred shut down bobrisky harmless birthday struggled contain,Android,Lagos
291,344,settle this like buhari retweet burna #wenogetpresident #saynotoxenophobia https ocjoin,Iphone,Kano  Nigeria
35,60,only words best president nigerians ever #wenogetpresiden,Android,Kaduna state
11,4,they were warned they didn listen much home training nigeria #xenophobiainsouthafrica https vsct osput,Web App,Lagos
443,104,travel chill name medical check will number time grow balls head,Web App,Nigeria 
4963,3224,looting shoprite smart move burning service centers will just doing ourselves harm because,Android,Abuja  Nigeria
514,259,this part brain left side right side left side there nothing right right,Android,Nigeria
60,11,wait special convoy never touch down pretoria since yesterday trekk #wenogetpresident https,Iphone,Lagos  Nigeria
677,1322,nigeria #wenogetpresident https cjqlijud,Android,Heaven s Gate 
443,104,settle this like buhari retweet burna #wenogetpresident #saynotoxenophobia https ocjoin,Web App,Nigeria 
215,54,#periscope #football #music #birthday #cake #wenogetpresident #periscope https qvrwzpz,Iphone,                             
5,72,#wenogetpresident https,Iphone,Malmo  Sweden
10525,12402,save bigbrother south african this year like this biggie morning house mates,Android,Somewhere in Africa
31,6,xenophobia #wenogetpresidenttrends twitter nigerians continue protest xenophobic attacks nigerian https wemxzhugks,Instagram,
443,104,many south africans working nigeria unemployment just saying many nigerians channel this energy toward,Web App,Nigeria 
4999,1341,ocean basket shoprite eskom multichoice stanbic protea leave nigeria that simple remain,Android,Lagos  Nigeria
282,286,people that voted twice tweeting #wenogetpresident,Iphone,
5,72,#wenogetpresident #freesoworenow https,Iphone,Malmo  Sweden
948,1172,live abuja novare gateway mall airport road #saynotoxenophobia #wenogetpresident,Iphone,In ur faces     
1893,1156,#wenogetpresident retweet buhari baba experience like without experience https aevxn,Android,
4963,3224,buhari addressed nation even ramaphosa spoke country personally cancelled trip south afri,Android,Abuja  Nigeria
1851,7580,hahahahaha last last wicked aswear https,Android,Valhalla 
205,237,realtors limited real estate company abuja recruiting saled executivs read more https guqcbsrisn,Android,Treasure Island
1352,500,buhari only reacts anything that threatens government ipob shite sowore #wenogetpresident,Android,Lagos
2103,2641,need life ammunition quell protests unreasonable have south africans kill south,Iphone,Nigeria
116,26,really need something burn #wenogetpresident https dthtgixupa,Android,
10268,11595,south africans will kick down statue white dare slap life they stone death burn,Android,my thoughts  
75,3,https friawm,Web App,
1893,1156,looting shoprite smart move burning service centers will just doing ourselves harm because,Android,
240,43,really need something burn #wenogetpresident https dthtgixupa,Iphone,Cocoon
529,833,lest have forgetting trillion unremitted nnpc alone that expl,Iphone,
315,427,when worried about #xenophobiainsouthafrica they thinking about #wenogetpresident https,Android,Kaduna  Nigeria
826,756,only have stupid foolish leaders #wenogetpresident https iptribnkmc,Android,Port Harcourt  Nigeria
221,143,buhari your juniors zambia malawi presidents making incisive decisions your stay lifeless like scare,Android,Worldwide 
240,43,difference between general general still find waec result till tomorrow while still send,Iphone,Cocoon
2109,2220,#dearmrpresident #wenogetpresident hope know just listen buhari spokesman hear nonsense said govt,Android,Lagos  Nigeria
35,60,lest have forgetting trillion unremitted nnpc alone that expl,Android,Kaduna state
865,478,done with this country https jhqxkffx,Iphone,Nigeria
2103,2641,your brother cousin wife work give small change when back school,Iphone,Nigeria
240,43,abacha still alive #wenogetpresident https fcmxznale,Iphone,Cocoon
4963,3224,this part brain left side right side left side there nothing right right,Android,Abuja  Nigeria
2606,2511,fuck #wenogetpresident,Iphone,
845,891,globacom like #wenogetpresident #stopkillingnigeriansinsa #saynotoxenophobia https eizko,Android,one piece raftel
5318,5760,goodluck buhari reaction south africa #wenogetpresident https,Android,Nigeria
1893,1156,nigeria #wenogetpresident https cjqlijud,Android,
68,3,solution xenophobic attack nigerians living south africa since #wenogetpresident expel south african ambassad,Android,
1893,1156,only person could impeach sitting president would have carried long time #wenogetpresident,Android,
341,290,wait what procedure impeachment #wenogetpresident,Android,Lagos  Nigeria
5067,5078,#wenogetpresident ganesh because shivji https pmtlckl,Android,
1077,1536,sexy mama #obysly accord after #twitter slam https xabaxooutr,Android,Nigeria
1893,1156,when sowore issue baba sharply arrested faced with bigger more serious issue baba,Android,
536,1148,,Iphone,
35,60,buhari only reacts anything that threatens government ipob shite sowore #wenogetpresident,Android,Kaduna state
5318,5760,people that voted twice tweeting #wenogetpresident,Android,Nigeria
5151,5047,meanwhile same that deployed hundred shut down bobrisky harmless birthday struggled contain,Android,Everywhere
431,536,tstv like dstv #saynotoxenophobia #shutdownsouthafrica #wenogetpresident https tjfqw,Iphone,Good places
1471,2045,everybody under cabinet from buhari pastor professor oshibajo least person https jdsrfj,Android,Heorot City   YabaLeft
4548,2810,when protests #saynotoxenophobicattacks turns looting then nigerians leaving police with option,Iphone,Lagos
80,42,#dearmrpresident #wenogetpresident hope know just listen buhari spokesman hear nonsense said govt,Android,Lagos  Nigeria
1989,3761,really shocked when heard that nigerians came together shut down shoprite outside lagos including,Iphone,  
7237,7524,nigerians this same energy using burn down looting shoprite closing offices holding,Android,Lagos
284,539,office bodija ibadan reportedly burnt down #wenogetpresident everyone taking laws into,Android,Kaduna  Nigeria
17089,29610,nigeria recall ambassador south africa https qbrxirb #wenogetpresident https woffjatosv,BizWatchNigeria Tweets,Lagos  Nigeria
0,0,fake news make these south africans kill like this #xenophobiainsouthafrica #saynotoxenophobia https wqzvohrvrn,Android,
418,121,abba kyari been facto president nigeria there prof osinbajo infidel whose duty only,Android,
277,61,think does know reasons they voted,Android,Lagos  Nigeria
3016,3293,#xenophobiainsouthafrica retweet burnt dodo like #wenogetpresident https jdwjjao,Android,Calgary  Alberta
1950,2151,lest have forgetting trillion unremitted nnpc alone that expl,Android,Nigeria
821,852,nigeria #wenogetpresident https cjqlijud,Android,Nigeria
3659,2349,simple truth #wenogetpresident https qyeuophw,Android,Nigeria   
1625,437,only thing wizkid knows best make good music preach love #saynotoxenophobia #wenogetpresident,Android,Luanda  Angola
0,0,this happened during #abacha time anything related south africa would have been dissolved #saynotoxenophobia,Web App,
1002,1193,airing voice with rest world concerning killing nigerians sout,Web App,Lagos Nigeria
2187,2675,people that voted twice tweeting #wenogetpresident,Iphone,Jayrusalem  Nigeria
2568,2579,this sowore xenophobic attack best ever this responsible president should just watch #revol,Android,Nigeria
315,1519,nigeria #wenogetpresident https cjqlijud,Iphone,Nigeria
211,1749,wadume abba kyari police team suspects died another wukari road crash https dcbk https nvyyezk,Gab Library,Nigeria
5584,5231,nigerian brothers sisters decides come back home today question this ready rece https qdbmai,Android,Blue Earth  MN 
35,5,kita orang ditipu kelompok yang tidak bertanggung jawab memecak kita #tdlbpjsnaikwelovejokowi https gymebpidnl,Android,
39,33,surprised people taking advantage this situation taking matters into their hands only https eroqrhtqlf,Iphone,Lagos  Nigeria
35,60,this part brain left side right side left side there nothing right right,Android,Kaduna state
38,27,#wenogetpresident https eadfafl,Iphone,WORLDWIDE
7151,7701,#dearmrpresident #wenogetpresident hope know just listen buhari spokesman hear nonsense said govt,Android,Lagos  Nigeria
1339,544,this sowore xenophobic attack best ever this responsible president should just watch #revol,Android,Oworo  Nigeria
1352,500,save bigbrother south african this year like this biggie morning house mates,Android,Lagos
90957,92802,zambian join #xenophobiainsouthafrica #wenogetpresident #saynotoxenophobia https gsovif,Iphone,Lagos  Nigeria
795,680,dino melaye better dino corrupt dino lawmaker dino part problem government,Android,Lagos  Nigeria
932,5535,sexy mama #obysly accord after #twitter slam https,Iphone,Abuja NYC
1356,1150,nigeria #wenogetpresident https cjqlijud,Android,
59,115,globacom like #wenogetpresident #stopkillingnigeriansinsa #saynotoxenophobia https eizko,Web App,
1007,990,zambian join #xenophobiainsouthafrica #wenogetpresident #saynotoxenophobia https gsovif,Android,Lagos  Nigeria
478,238,this sowore xenophobic attack best ever this responsible president should just watch #revol,Android,Lagos Nigeria
178,190,nigerians angry people venting streets violence taking over https ikmb,Android,Ife  Nigeria
